Time of Day,Temperature,Humidity,CO2_InfraredSensor,CO2_ElectroChemicalSensor,MetalOxideSensor_Unit1,MetalOxideSensor_Unit2,MetalOxideSensor_Unit3,MetalOxideSensor_Unit4,CO_GasSensor,Session ID,HVAC Operation Mode,Ambient Light Level,Activity Level,Temperature_Band,Temperature_x_Humidity,CO2_sum,co2_ratio,MetalOxideSensor_sum,avg_metal_oxide,mos_variance,time_index,is_daytime,hvac_active,Session_ID_Bands,Temperature_session_lag1,Temperature_session_lag2,Temperature_session_lag3,Temperature_session_roll_mean_3,Temperature_session_roll_std_3,Temperature_session_roll_mean_5,Temperature_session_roll_std_5,Temperature_session_roll_mean_10,Temperature_session_roll_std_10,Humidity_session_lag1,Humidity_session_lag2,Humidity_session_lag3,Humidity_session_roll_mean_3,Humidity_session_roll_std_3,Humidity_session_roll_mean_5,Humidity_session_roll_std_5,Humidity_session_roll_mean_10,Humidity_session_roll_std_10,CO2_InfraredSensor_session_lag1,CO2_InfraredSensor_session_lag2,CO2_InfraredSensor_session_lag3,CO2_InfraredSensor_session_roll_mean_3,CO2_InfraredSensor_session_roll_std_3,CO2_InfraredSensor_session_roll_mean_5,CO2_InfraredSensor_session_roll_std_5,CO2_InfraredSensor_session_roll_mean_10,CO2_InfraredSensor_session_roll_std_10,MetalOxideSensor_Unit1_session_lag1,MetalOxideSensor_Unit1_session_lag2,MetalOxideSensor_Unit1_session_lag3,MetalOxideSensor_Unit1_session_roll_mean_3,MetalOxideSensor_Unit1_session_roll_std_3,MetalOxideSensor_Unit1_session_roll_mean_5,MetalOxideSensor_Unit1_session_roll_std_5,MetalOxideSensor_Unit1_session_roll_mean_10,MetalOxideSensor_Unit1_session_roll_std_10,MetalOxideSensor_Unit2_session_lag1,MetalOxideSensor_Unit2_session_lag2,MetalOxideSensor_Unit2_session_lag3,MetalOxideSensor_Unit2_session_roll_mean_3,MetalOxideSensor_Unit2_session_roll_std_3,MetalOxideSensor_Unit2_session_roll_mean_5,MetalOxideSensor_Unit2_session_roll_std_5,MetalOxideSensor_Unit2_session_roll_mean_10,MetalOxideSensor_Unit2_session_roll_std_10,avg_metal_oxide_session_lag1,avg_metal_oxide_session_lag2,avg_metal_oxide_session_lag3,avg_metal_oxide_session_roll_mean_3,avg_metal_oxide_session_roll_std_3,avg_metal_oxide_session_roll_mean_5,avg_metal_oxide_session_roll_std_5,avg_metal_oxide_session_roll_mean_10,avg_metal_oxide_session_roll_std_10,co2_ratio_session_lag1,co2_ratio_session_lag2,co2_ratio_session_lag3,co2_ratio_session_roll_mean_3,co2_ratio_session_roll_std_3,co2_ratio_session_roll_mean_5,co2_ratio_session_roll_std_5,co2_ratio_session_roll_mean_10,co2_ratio_session_roll_std_10,HVAC_prev_session,HVAC_changed_session,time_since_last_change_session
morning,20.51,56.86,575.09,553.51,463.15,618.14,664.0,588.98,low,4761,ventilation_only,,Low Activity,20-22,1166.1986000000002,1128.6,1.0389875502899901,2334.27,583.5675,86.01223609657718,7078,1,1,4000-5000,20.33,20.38,20.35,20.353333333333335,0.0251661147854789,20.368000000000002,0.03898717737861574,20.476000000000003,0.13500617269822243,57.59,57.5,57.55,57.54666666666666,0.045092497530128284,57.54,0.048476798575547285,55.723,5.377961303112729,664.66,574.53,580.89,606.6933333333333,50.301224968516806,598.2459999999999,37.431221326587405,589.273,26.80076825184096,459.43,458.25,456.82,458.1666666666667,1.3069940066182228,456.57399999999996,4.448373860186562,454.53100000000006,5.458739068890716,710.11,716.07,712.05,712.7433333333333,3.039890348894995,696.0319999999999,38.820860629306104,703.963,27.432276225076368,608.3625,607.4125,609.308,608.361,0.9477508902754123,606.0247,8.982454791145914,606.17825,6.858759238493875,1.1811977942399186,1.0364590831352662,1.0280147222807938,1.0818905332186597,0.08610618953489202,1.068668276704293,0.06352118210321382,1.0537476632896343,0.04550787357940393,cooling_active,1,0
morning,20.69,56.38,582.89,560.4,463.04,721.96,661.71,595.33,low,4761,ventilation_only,moderate,Low Activity,20-22,1166.5022000000001,1143.29,1.0401320466807065,2442.04,610.51,111.0861164442554,7081,1,1,4000-5000,20.51,20.33,20.38,20.406666666666666,0.09291573243210846,20.383999999999997,0.07266360849801083,20.476999999999997,0.13524052647026946,56.86,57.59,57.5,57.31666666666666,0.39803684921562016,57.416,0.31277787645569327,55.654999999999994,5.356691039148055,575.09,664.66,574.53,604.76,51.875677344975486,596.568,38.43329442033265,588.575,27.098447782524733,463.15,459.43,458.25,460.27666666666664,2.557368439106189,457.30199999999996,5.2708130302630245,454.67300000000006,5.680770781036526,618.14,710.11,716.07,681.44,54.90034517195678,694.316,42.65127172781615,693.748,37.754061091343324,583.5675,608.3625,607.4125,599.7808333333334,14.049190664708904,604.6006,12.059323542387473,603.4947500000001,9.688327510891531,1.0389875502899901,1.1811977942399186,1.0364590831352662,1.0855481425550584,0.08284467506795311,1.0666978519952868,0.06443625040344655,1.0538684267763745,0.045462371675302884,ventilation_only,0,1
morning,20.8,55.98,581.34,559.22,474.62,721.56,662.21,586.26,low,4761,off,moderate,Low Activity,20-22,1164.384,1140.56,1.039555092737107,2444.6499999999996,611.1624999999999,106.54802371857176,7082,1,0,4000-5000,20.69,20.51,20.33,20.51,0.18000000000016766,20.452,0.15039946808401286,20.494,0.15101140501432647,56.38,56.86,57.59,56.943333333333335,0.6092892033619851,57.176,0.5361249854279618,55.54299999999999,5.3254463558362,582.89,575.09,664.66,607.5466666666666,49.6151149684583,595.612,38.76795093888732,589.086,26.9198580976943,463.04,463.15,459.43,461.8733333333333,2.1167034117553922,460.13800000000003,2.8534487904969414,455.605,6.243687033939972,721.96,618.14,710.11,683.4033333333333,56.82941697161188,695.6659999999999,43.57477171483529,694.563,38.31900168323799,610.51,583.5675,608.3625,600.8133333333333,14.97387774036322,603.8321,11.386149817869978,604.1957500000001,9.939108526001187,1.0401320466807065,1.0389875502899901,1.1811977942399186,1.0867724637368716,0.08177673720841767,1.064958239325335,0.06515265921684642,1.0541993289351719,0.04533638789008166,ventilation_only,1,0
morning,20.39,31.0198,573.95,557.97,454.28,715.23,670.17,594.9,low,4761,heating_active,moderate,Low Activity,20-22,632.493722,1131.92,1.0286395307478189,2434.58,608.645,114.25580379131733,7083,1,1,4000-5000,20.8,20.69,20.51,20.666666666666668,0.1464012750401817,20.541999999999998,0.20042454939441984,20.504,0.16847024135490285,55.98,56.38,56.86,56.406666666666666,0.44060564378302947,56.862,0.6977248741446275,55.451,5.307314554252267,581.34,582.89,575.09,579.7733333333334,4.1292654714047785,595.702,38.725728785911485,589.699,26.63708419561799,474.62,463.04,463.15,466.93666666666667,6.654189156714652,463.698,6.479195166066965,458.49300000000005,7.68620127241112,721.56,721.96,618.14,687.2199999999999,59.82536920069938,697.568,44.66267647600186,695.8259999999999,39.04639496803766,611.1624999999999,610.51,583.5675,601.7466666666666,15.747000177282818,604.203,11.636570371032011,605.2275,10.08704286586204,1.039555092737107,1.0401320466807065,1.0389875502899901,1.0395582299026012,0.0005722546448167728,1.0672663134165976,0.0637050555038904,1.0554589393723968,0.04466547749310291,off,1,0
morning,20.15,57.67,581.35,558.8,455.85,722.39,675.6519999999999,599.5,low,4761,heating_active,dim,Low Activity,20-22,1162.0505,1140.15,1.0403543288468964,2453.392,613.348,116.57520217724976,7085,1,1,4000-5000,20.39,20.8,20.69,20.62666666666667,0.21221058723209607,20.544,0.19844394674556365,20.474,0.15805765474085,31.0198,55.98,56.38,47.79326666666666,14.52762499561897,51.56596,11.501297083720608,54.509980000000006,8.27248582844225,573.95,581.34,582.89,579.3933333333333,4.777345846109073,595.586,38.805788614586525,588.885,27.017106617844874,454.28,474.62,463.04,463.98,10.202529098218951,462.904,7.479734620959913,458.65999999999997,7.561305002005132,715.23,721.56,721.96,719.5833333333334,3.775398433714648,697.4,44.577179699931776,696.36,39.295824205632805,608.645,611.1624999999999,610.51,610.1058333333333,1.3065085469882922,604.4495,11.734199402813129,605.6747499999999,10.134111042659807,1.0286395307478189,1.039555092737107,1.0401320466807065,1.0361088900552107,0.006475084193313747,1.0657024029391082,0.06473803018481697,1.0539720267635366,0.045349759588239884,heating_active,0,1
morning,20.13,57.73,580.71,558.51,472.23,714.54,669.64,605.09,low,4761,heating_active,very_bright,Low Activity,20-22,1162.1048999999998,1139.22,1.039748614993915,2461.5,615.375,105.47457782170386,7086,1,1,4000-5000,20.15,20.39,20.8,20.446666666666665,0.32868424564221593,20.508,0.2551862065236982,20.438,0.18724909137877346,57.67,31.0198,55.98,48.22326666666667,14.92258268575963,51.58196,11.511823322480247,54.56098000000001,8.292187128965303,581.35,573.95,581.34,578.88,4.269508168396257,578.9240000000001,4.08937403522703,588.585,27.08961762988416,455.85,454.28,474.62,461.5833333333333,11.317342149698247,462.188,8.045381905166893,459.38100000000003,6.805694429423168,722.39,715.23,721.56,719.7266666666668,3.9162779948944864,699.856,45.77470950208215,697.9440000000001,40.06396335860942,613.348,608.645,611.1624999999999,611.0518333333333,2.3534522691897353,605.4466,12.34571214734006,605.73565,10.182991860202929,1.0403543288468964,1.0286395307478189,1.039555092737107,1.0361829841106076,0.006545033312923183,1.0375337098605038,0.005000332701797485,1.0531009932823985,0.04553774837434904,heating_active,0,2
night,20.48,57.66,583.83,561.62,474.32,710.5,665.7,583.74,low,4761,eco_mode,,Low Activity,20-22,1180.8768,1145.45,1.0395463106022822,2434.26,608.565,103.7515511530631,7158,0,1,4000-5000,20.13,20.15,20.39,20.223333333333333,0.14468356276161382,20.432000000000002,0.3059738550921535,20.407999999999998,0.21117659802996253,57.73,57.67,31.0198,48.8066,15.403849865536856,51.755959999999995,11.617633304937808,54.58597999999999,8.302336126630601,580.71,581.35,573.95,578.6700000000001,4.100146338852116,580.048,3.5023306525781073,588.308,27.161684123861722,472.23,455.85,454.28,460.7866666666667,9.941259142248333,464.004,9.251212352983003,460.65299999999996,7.928553251803403,714.54,722.39,715.23,717.3866666666667,4.34672673782201,719.136,3.899337123155078,706.726,31.406694686182988,615.375,613.348,608.645,612.456,3.4525313901574237,611.8081,2.6077352338724666,608.20435,9.060171754715963,1.039748614993915,1.0403543288468964,1.0286395307478189,1.0362474915295434,0.00659564422631863,1.0376859228012887,0.005066794286665721,1.0521918873982878,0.04572264351559865,heating_active,1,0
morning,20.650000000000034,56.53,581.2,565.07,457.19,713.3,672.98,596.66,low,4761,eco_mode,very_bright,Low Activity,20-22,1167.344500000002,1146.27,1.028545134180641,2440.13,610.0325,112.79216561889393,7455,1,1,4000-5000,20.48,20.13,20.15,20.253333333333334,0.19655363983756038,20.389999999999997,0.27449954462613074,20.421,0.2112107951785454,57.66,57.73,57.67,57.68666666666667,0.03785938897314181,52.01196,11.7582511117938,54.59398,8.305579581328315,583.83,580.71,581.35,581.9633333333334,1.6479482192521377,580.2360000000001,3.7119779094154297,587.924,27.19882481121397,474.32,472.23,455.85,467.4666666666667,10.114456650425552,466.26000000000005,10.275974406351116,463.19900000000007,7.807748928683001,710.5,714.54,722.39,715.8100000000001,6.045882896646682,716.8439999999999,5.028879596889789,706.2549999999999,31.30046263413872,608.565,615.375,613.348,612.4293333333334,3.496710787776905,611.4191,2.9697289943662795,607.6256,8.80505671885062,1.0395463106022822,1.039748614993915,1.0403543288468964,1.0398830848143648,0.0004204580483691208,1.0375687755856038,0.00500246241263906,1.0512635074554695,0.045892424142094636,eco_mode,0,1
night,21.37,57.22,589.45,558.4,439.09,693.53,646.8,577.51,medium,4761,ventilation_only,bright,Low Activity,20-22,1222.7914,1147.85,1.0556052989691884,2356.93,589.2325,110.86353905440086,7581,0,1,4000-5000,20.650000000000034,20.48,20.13,20.420000000000012,0.2651414716713805,20.360000000000007,0.2215851980615069,20.451000000000004,0.22108067908938403,56.53,57.66,57.73,57.306666666666665,0.6735230755760351,52.12196,11.807124129439826,54.49198,8.271436452139243,581.2,583.83,580.71,581.9133333333333,1.6778657077776615,580.208,3.7020831973347357,587.955,27.190092251896907,457.19,474.32,472.23,467.91333333333336,9.345289365949997,462.774,9.669499987072056,463.236,7.7749686673191825,713.3,710.5,714.54,712.7800000000001,2.0695893312364086,715.192,4.411130240654177,706.38,31.32865993516698,610.0325,608.565,615.375,611.3241666666667,3.5840378183488073,611.1931000000001,3.03638754113827,607.6980500000001,8.82339958560057,1.028545134180641,1.0395463106022822,1.039748614993915,1.0359466865922797,0.00641073048438636,1.0353667838743106,0.006191432218304327,1.051316548645454,0.04586286525092323,eco_mode,1,0
evening,23.64,51.76,574.83,565.56,481.53,704.11,636.56,566.86,medium,4761,cooling_active,bright,Low Activity,22-24,1223.6064,1140.3899999999999,1.0163908320666406,2389.06,597.265,95.3572323773434,7787,0,1,4000-5000,21.37,20.650000000000034,20.48,20.833333333333346,0.47247574893678745,20.556000000000004,0.505845826314658,20.550000000000004,0.3623074201098124,57.22,56.53,57.66,57.13666666666666,0.5695904961754499,57.362,0.5078090192189699,54.46398000000001,8.260589282423437,589.45,581.2,583.83,584.8266666666667,4.214336642146328,583.3080000000001,3.640868028367147,589.4470000000001,26.777797208383863,439.09,457.19,474.32,456.8666666666666,17.61722547205818,459.736,14.288400190363847,461.32,10.880715866972823,693.53,713.3,710.5,705.7766666666666,10.697926590386968,710.852,10.640665862623976,704.126,31.364852303175315,589.2325,610.0325,608.565,602.61,11.608467545288498,607.3106,10.455676743997943,605.88005,10.585709340766014,1.0556052989691884,1.028545134180641,1.0395463106022822,1.0412322479173708,0.013608633953072626,1.0407599375185845,0.009646843513806142,1.0532311702288464,0.045572424680204414,ventilation_only,1,0
afternoon,22.66,51.24,556.33,562.86,499.84,710.09,639.02,578.1,medium,4761,maintenance_mode,very_bright,Low Activity,22-24,1161.0984,1119.19,0.9883985342920113,2427.05,606.7625,89.38881077442898,7826,1,1,4000-5000,23.64,21.37,20.650000000000034,21.88666666666668,1.560523416464272,21.254000000000005,1.4083429979944384,20.881000000000004,1.0320147501099108,51.76,57.22,56.53,55.169999999999995,2.9732305662359857,56.17999999999999,2.5166147897523254,53.88098,8.221088292623495,574.83,589.45,581.2,581.8266666666667,7.330118234608227,582.004,5.304816679206431,580.464,4.751283335408585,481.53,439.09,457.19,459.27,21.296318930744857,464.872,16.916105343724492,463.53000000000003,12.567775371074836,704.11,693.53,713.3,703.6466666666666,9.893140721394316,707.196,8.637020898435367,703.5260000000001,31.294972333161358,597.265,589.2325,610.0325,598.8433333333334,10.489440027158125,604.094,10.606790366316236,604.7702999999999,10.87431355738862,1.0163908320666406,1.0556052989691884,1.028545134180641,1.0335137550721567,0.020073838665922734,1.0359672381625336,0.014586683187631781,1.0367504740115188,0.01031306182648188,cooling_active,1,0
evening,24.05,51.63,579.12,578.93,403.11,698.14,636.27,556.14,medium,4761,cooling_active,very_bright,Low Activity,24-26,1241.7015000000001,1158.05,1.0003281899360403,2293.66,573.415,127.55298938088436,7882,0,1,4000-5000,22.66,23.64,21.37,22.55666666666667,1.1385224342687996,21.76000000000001,1.3571109018794172,21.096000000000004,1.1619160420998051,51.24,51.76,57.22,53.406666666666666,3.312662574626817,54.88199999999999,3.118913272279329,53.318979999999996,8.186835025657551,556.33,574.83,589.45,573.5366666666667,16.59783520021011,577.128,12.758989771921192,578.5880000000001,8.953885314332542,499.84,481.53,439.09,473.4866666666667,31.16347274187102,470.39399999999995,23.242078865712042,467.19899999999996,17.013709798604484,710.09,704.11,693.53,702.5766666666667,8.385805467175588,706.3059999999999,7.8878533201378085,712.721,8.951812293236344,606.7625,597.265,589.2325,597.7533333333333,8.775196697701197,602.3715,8.874695875069678,607.0898,7.922300371592417,0.9883985342920113,1.0163908320666406,1.0556052989691884,1.0201315551092802,0.03375917743747061,1.0256972220221525,0.02535844004087871,1.0316915724117206,0.018361233039356765,maintenance_mode,1,0
afternoon,21.89,51.34,565.2,571.39,499.87,707.55,640.2,575.36,medium,4761,ventilation_only,very_bright,Low Activity,20-22,1123.8326000000002,1136.5900000000001,0.9891667670257325,2422.98,605.745,88.85225358237496,8048,1,1,4000-5000,24.05,22.66,23.64,23.45,0.7142128534267713,22.47400000000001,1.4511822766282558,21.432000000000006,1.475080412120718,51.63,51.24,51.76,51.54333333333333,0.2706165799300978,53.676,2.936686908746006,52.84398,8.127080722539093,579.12,556.33,574.83,570.0933333333334,12.110864268636355,576.186,12.30631667071793,578.211,8.831151239913172,403.11,499.84,481.53,461.49333333333334,51.38359887486796,456.15200000000004,37.61092686972752,461.20599999999996,26.53328944720019,698.14,710.09,704.11,704.1133333333333,5.975000697348064,703.8340000000001,8.176382451916473,710.3389999999999,9.379183155620227,573.415,606.7625,597.265,592.4808333333334,17.18080693923729,595.3415,14.73139383680232,603.3803,13.121467029683677,1.0003281899360403,0.9883985342920113,1.0163908320666406,1.0017058520982307,0.014046908857488242,1.0178535978889043,0.02605945251724807,1.0277111867372541,0.02051611659643146,cooling_active,1,0
night,21.38,56.92,587.55,559.76,426.76,699.78,637.52,572.93,medium,4761,cooling_active,dim,Low Activity,20-22,1216.9496,1147.31,1.0496462751006748,2336.99,584.2475,117.0699452962487,8073,0,1,4000-5000,21.89,24.05,22.66,22.866666666666664,1.0947297992351122,22.722,1.1325060706239074,21.541000000000004,1.4634164744794242,51.34,51.63,51.24,51.403333333333336,0.20256686138916155,52.638,2.5700622560553263,52.37998,8.06032356695436,565.2,579.12,556.33,566.8833333333333,11.48787331638593,572.9860000000001,12.748859949030424,576.597,9.634132665799232,499.87,403.11,499.84,467.60666666666674,55.85575380686697,464.688,42.43877024608493,463.73099999999994,29.035136358098104,707.55,698.14,710.09,705.2599999999999,6.2955301603578455,702.684,6.8008073050195215,708.938,8.524222740715828,605.745,573.415,606.7625,595.3075,18.9662857130755,594.484,13.754877839333112,602.83855,12.873963007751968,0.9891667670257325,1.0003281899360403,0.9883985342920113,0.9926311637512614,0.006676878346201521,1.0099779244579228,0.027905530001829843,1.0226723541661167,0.02328493839981866,ventilation_only,1,0
morning,20.13,31.2263,580.71,558.51,472.23,714.54,483.53,605.09,low,4761,heating_active,very_bright,Low Activity,20-22,628.5854189999999,1139.22,1.039748614993915,2275.39,568.8475,114.24219955136249,8225,1,1,4000-5000,21.38,21.89,24.05,22.439999999999998,1.4174272468102278,22.724,1.1295264494468484,21.640000000000004,1.409389150581837,56.92,51.34,51.63,53.29666666666666,3.141247098420177,52.577999999999996,2.436374355471713,54.970000000000006,3.0183107858535787,587.55,565.2,579.12,577.29,11.286819746943738,572.606,12.149676127370311,577.9570000000001,10.164285021584035,426.76,499.87,403.11,443.24666666666667,50.442859091583315,462.22200000000004,44.60119583598612,460.979,31.25015678182919,699.78,707.55,698.14,701.8233333333333,5.02677166114712,703.934,5.045515830914385,707.3929999999999,8.65621684109192,584.2475,605.745,573.415,587.8024999999999,16.455568776253493,593.487,14.396390975691684,600.3987999999999,13.92056348476259,1.0496462751006748,0.9891667670257325,1.0003281899360403,1.0130470773541493,0.032183385420315305,1.00878611968422,0.025492612476774586,1.0247730286014023,0.024782502989780214,cooling_active,1,0
night,20.87,57.48,584.53,560.6,437.4,699.68,658.0699999999999,598.75,low,4761,maintenance_mode,bright,Low Activity,20-22,1199.6076,1145.13,1.0426864055606735,2393.8999999999996,598.4749999999999,115.0930743644754,8380,0,1,4000-5000,20.13,21.38,21.89,21.133333333333336,0.9055569188810666,22.022,1.4602294340274036,21.638000000000005,1.411750686204903,31.2263,56.92,51.34,46.49543333333333,13.514581923364583,48.47126,9.932812816015428,52.325630000000004,7.94801276854786,580.71,587.55,565.2,577.82,11.451842646491396,573.782,12.691259590757387,577.893,10.142538636850125,472.23,426.76,499.87,466.2866666666667,36.91558523622961,460.36199999999997,43.78107433583588,462.617,31.38045855128484,714.54,699.78,707.55,707.29,7.383434160333073,706.02,6.937726572877377,706.608,7.411538751613584,568.8475,584.2475,605.745,586.28,18.53253001481475,587.8035,17.75066975849011,595.9487499999999,16.240594168881763,1.039748614993915,1.0496462751006748,0.9891667670257325,1.0261872190401073,0.032440350173953164,1.0134576762696748,0.02911709302236433,1.0247124572161042,0.0247408943327942,heating_active,1,0
evening,24.01,51.5,576.49,554.92,459.89,699.61,646.27,572.35,medium,4761,off,very_bright,Low Activity,24-26,1236.515,1131.4099999999999,1.038870465943072,2378.12,594.53,103.82471767358678,8526,0,0,4000-5000,20.87,20.13,21.38,20.793333333333333,0.6285167725155572,21.663999999999998,1.4839406996238034,21.712000000000007,1.3415728745684279,57.48,31.2263,56.92,48.542100000000005,14.998536502939196,49.71926,10.727849702433396,52.30063,7.92949646517495,584.53,580.71,587.55,584.2633333333333,3.427788402648556,579.4219999999999,8.604816674397426,578.275,10.330617116126096,437.4,472.23,426.76,445.4633333333333,23.783255314050926,447.87399999999997,38.26264536071704,459.134,32.11917571932543,699.68,714.54,699.78,704.6666666666666,8.5507036747457,703.938,6.972898966714468,705.122,7.128789518565062,598.4749999999999,568.8475,584.2475,583.8566666666666,14.81761627534407,586.146,15.819653974565108,594.25875,14.810858781556492,1.0426864055606735,1.039748614993915,1.0496462751006748,1.0440270985517544,0.0050832088457561575,1.0243152505234074,0.02751428651730494,1.0250062362727799,0.02495578398445943,maintenance_mode,1,0
afternoon,22.97,51.08,566.0,563.22,482.32,703.59,640.2,576.99,medium,4761,ventilation_only,moderate,Low Activity,22-24,1173.3075999999999,1129.22,1.0049359024804945,2403.1000000000004,600.7750000000001,94.37967312933439,8602,1,1,4000-5000,24.01,20.87,20.13,21.67,2.060000000000007,21.656,1.4678828291113646,22.065000000000005,1.4420375245541486,51.5,57.48,31.2263,46.73543333333333,13.760087665539515,49.693259999999995,10.722217174539988,51.684630000000006,7.702927504967026,576.49,584.53,580.71,580.5766666666667,4.021658032868148,578.896,8.707662143192525,577.5409999999999,10.151275179886282,459.89,437.4,472.23,456.50666666666666,17.659768779158252,459.23,28.947776253107765,457.691,31.682289988081727,699.61,699.68,714.54,704.61,8.59970348325896,704.232,6.692680330032786,704.0329999999999,7.047275360024108,594.53,598.4749999999999,568.8475,587.2841666666666,16.08800063971102,590.3689999999999,14.318609023748607,592.85525,13.94417642532341,1.038870465943072,1.0426864055606735,1.039748614993915,1.0404351621658867,0.0019984641742773865,1.0320237057248136,0.024328572001639646,1.024938651806859,0.02491291011761179,off,1,0
evening,23.400000000000034,54.52,580.69,562.95,407.86,676.24,626.6,543.78,medium,4761,off,very_bright,Low Activity,22-24,1275.7680000000018,1143.64,1.0315125658912647,2254.4799999999996,563.6199999999999,117.33789953236196,8686,0,0,4000-5000,22.97,24.01,20.87,22.61666666666667,1.5995416010011574,21.872,1.5856607455568756,22.297,1.3741183031715896,51.08,51.5,57.48,53.35333333333333,3.579962755858375,49.64126,10.712860726155283,51.13963,7.512460362779496,566.0,576.49,584.53,575.6733333333333,9.291955301944393,579.056,8.394818640089158,576.021,10.667384819574409,482.32,459.89,437.4,459.86999999999995,22.460006678538637,455.71999999999997,23.301464546246727,460.204,32.620873412927466,703.59,699.61,699.68,700.96,2.277915713976427,703.4399999999999,6.431069117962219,703.062,6.25270927945128,600.7750000000001,594.53,598.4749999999999,597.9266666666666,3.1584028136615028,589.375,13.105471543404121,591.9295,12.948851933236423,1.0049359024804945,1.038870465943072,1.0426864055606735,1.0288309246614133,0.020781468007849094,1.035177532815766,0.01742710837964745,1.0225777286368445,0.025641202732467717,ventilation_only,1,0
morning,20.19,57.56,583.62,557.95,475.69,713.51,664.9440000000001,592.87,low,4761,ventilation_only,dim,Low Activity,20-22,1162.1364,1141.5700000000002,1.0460077049090282,2447.014,611.7535,103.36581831372821,9251,1,1,4000-5000,23.400000000000034,22.97,24.01,23.46000000000001,0.5225897052181597,22.276000000000007,1.6832943889884542,22.500000000000004,1.3719005470919479,54.52,51.08,51.5,52.36666666666667,1.8766281819617447,49.16126,10.35291731532713,50.86963,7.315588746118321,580.69,566.0,576.49,574.3933333333333,7.566110845958636,577.684,7.123937113702594,575.1450000000001,9.763455956894564,407.86,482.32,459.89,450.0233333333333,38.19798729427154,451.93999999999994,29.80054110246989,457.08099999999996,36.168824037038256,676.24,703.59,699.61,693.1466666666666,14.776218505873672,698.732,13.973659864187484,701.333,10.276908365630087,563.6199999999999,600.7750000000001,594.53,586.3083333333333,19.89523456341609,585.2495,17.59931500797611,589.3682499999999,15.76779017535073,1.0315125658912647,1.0049359024804945,1.038870465943072,1.025106311438277,0.017851294671150084,1.031550790973884,0.015436463513513863,1.020168455329052,0.023209687714152005,off,1,0
evening,22.84,54.71,579.88,578.93,410.8,687.79,631.83,559.64,medium,4761,ventilation_only,very_bright,Low Activity,22-24,1249.5764,1158.81,1.0016409565894997,2290.06,572.515,119.89453935299416,9360,0,1,4000-5000,20.19,23.400000000000034,22.97,22.186666666666678,1.7424790768710512,22.288000000000007,1.66427762107168,22.155000000000005,1.4826871251586322,57.56,54.52,51.08,54.38666666666666,3.2420569602234273,54.428,3.1190896107678867,51.44963,7.617704818535112,583.62,580.69,566.0,576.7700000000001,9.441445863849435,578.266,7.539690311941792,576.024,10.121076139532782,475.69,407.86,482.32,455.28999999999996,41.20913612295212,452.63199999999995,30.42315351833199,456.497,35.775201234002125,713.51,676.24,703.59,697.7800000000001,19.302339236475564,698.5260000000001,13.687009534591692,702.2729999999999,10.965933156827214,611.7535,563.6199999999999,600.7750000000001,592.0495,25.22517033143709,593.8306999999999,18.056820039807135,590.8171,17.176721834764745,1.0460077049090282,1.0315125658912647,1.0049359024804945,1.027485391093596,0.020829950583723455,1.0328026089569067,0.016485602989941433,1.0231301426132906,0.024526373332810568,ventilation_only,0,1
morning,20.39,57.32,580.02,566.54,463.14,711.86,669.18,597.72,low,4761,ventilation_only,moderate,Low Activity,20-22,1168.7548,1146.56,1.0237935520461159,2441.8999999999996,610.4749999999999,108.92732669078039,9367,1,1,4000-5000,22.84,20.19,23.400000000000034,22.143333333333345,1.7146525401180828,22.68200000000001,1.4660388807940983,22.173000000000005,1.4905707333471867,54.71,57.56,54.52,55.59666666666667,1.7029484235681427,53.874,2.652598725778211,51.79663000000001,7.685822576673943,579.88,583.62,580.69,581.3966666666666,1.9675958257053674,577.336,6.826978101619298,578.379,7.4048069222332105,410.8,475.69,407.86,431.45000000000005,38.3411541297337,447.312,35.63237109707971,447.593,34.85776369763284,687.79,713.51,676.24,692.5133333333333,19.078669590234124,696.1479999999999,14.448118216570744,700.0429999999999,11.456138626178717,572.515,611.7535,563.6199999999999,582.6295,25.611243395235828,588.6387000000001,20.01374667447293,587.3923499999999,17.05800533644939,1.0016409565894997,1.0460077049090282,1.0315125658912647,1.0263870757965976,0.02262310932752141,1.0245935191626718,0.0201464251821585,1.0244543848430394,0.022734826989776157,ventilation_only,0,2
evening,23.29,52.33,566.48,559.51,488.68,694.38,633.43,568.57,medium,4761,cooling_active,,Low Activity,22-24,1218.7657,1125.99,1.012457326924528,2385.06,596.265,88.2219468159709,9433,0,1,4000-5000,20.39,22.84,20.19,21.14,1.475635456337381,21.958000000000006,1.5383335139039283,21.807000000000002,1.4264411815579663,57.32,54.71,57.56,56.53,1.5807276805319554,55.038,2.627245706057992,52.365629999999996,7.880278186862006,580.02,579.88,583.62,581.1733333333333,2.120031446307633,578.042,6.8997550681157485,578.4689999999999,7.420267215912973,463.14,410.8,475.69,449.8766666666666,34.418236929472855,447.962,35.94742855893869,453.596,31.337207278250126,711.86,687.79,713.51,704.3866666666667,14.396792466841665,698.598,16.12344163012363,701.4150000000001,12.011033122369987,610.4749999999999,572.515,611.7535,598.2478333333333,22.294453886187593,591.8277,22.32413604599243,591.09835,17.697702212826467,1.0237935520461159,1.0016409565894997,1.0460077049090282,1.023814071181548,0.022183381277169227,1.0215781363832805,0.01853955138323985,1.0268009210540472,0.021121743198511646,ventilation_only,1,0
